log_date,asin_y4a,country,platform,y4a_nmv,y4a_unitsold,y4a_asp,direct_y4a_rank,direct_y4a_market_share,direct_asin_competitor,direct_comp_nmv,direct_comp_unitsold,direct_comp_asp,direct_comp_market_share,direct_asp_y4a_comp_pct,direct_cm_external,port_y4a_rank,port_y4a_market_share,port_asin_competitor,port_comp_nmv,port_comp_unitsold,port_comp_asp,port_comp_market_share,port_asp_y4a_comp_pct,port_cm_external,master_category,super_category,main_category,category,product_line,target_unitsold,year,month,day,weekday,dayofyear,is_weekend,is_big_sale,lag_y4a_asp_1d,lag_y4a_asp_3d,lag_y4a_asp_7d,lag_y4a_unitsold_1d,lag_y4a_unitsold_3d,lag_y4a_unitsold_7d,direct_price_gap,port_price_gap
2025-09-27,B005MHDPBW,USA,Amazon,113.0,1.0,113.0,2.0,47.08,B0CMXXZV5R,127.0,2.0,63.5,52.92,177.95,0.0,110.0,0.08,B00A21NRNO,29562.0,74.0,399.49,19.72,28.29,0.0,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,27,5,270,True,False,119.0,85.0,51.0,1.0,1.0,1.0,49.5,-286.49
2025-09-26,B005MHDPBW,USA,Amazon,119.0,1.0,119.0,2.0,47.22,B0CMXXZV5R,133.0,2.0,66.5,52.78,178.95,-1.228198654,108.0,0.07,B00A21NRNO,25947.0,65.0,399.18,16.34,29.81,-1.228198654,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,26,4,269,False,False,101.0,84.0,100.0,1.0,1.0,1.0,52.5,-280.18
2025-09-25,B005MHDPBW,USA,Amazon,101.0,1.0,101.0,2.0,45.7,B0CMXXZV5R,120.0,1.0,120.0,54.3,84.17,18.78151737,110.0,0.07,B00A21NRNO,19671.0,49.0,401.45,13.91,25.16,18.78151737,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,25,3,268,False,False,85.0,92.0,69.0,1.0,1.0,1.0,-19.0,-300.45
2025-09-24,B005MHDPBW,USA,Amazon,85.0,1.0,85.0,2.0,44.04,B0CMXXZV5R,108.0,1.0,108.0,55.96,78.7,9.055975575,113.0,0.06,B00A21NRNO,20082.0,50.0,401.64,13.44,21.16,9.055975575,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,24,2,267,False,False,84.0,62.5,53.0,1.0,2.0,1.0,-23.0,-316.64
2025-09-23,B005MHDPBW,USA,Amazon,84.0,1.0,84.0,2.0,44.21,B0CMXXZV5R,106.0,1.0,106.0,55.79,79.25,-0.933867277,114.0,0.06,B00A21NRNO,19343.0,43.0,449.84,12.93,18.67,-0.933867277,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,23,1,266,False,False,92.0,51.0,48.0,1.0,1.0,1.0,-22.0,-365.84
2025-09-22,B005MHDPBW,USA,Amazon,92.0,1.0,92.0,2.0,44.88,B0CMXXZV5R,113.0,1.0,113.0,55.12,81.42,9.13411211,117.0,0.06,B09FYTG37V,16874.0,130.0,129.8,10.83,70.88,9.13411211,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,0.6931471805599453,2025,9,22,0,265,False,False,62.5,100.0,74.0,2.0,1.0,1.0,-21.0,-37.80000000000001
2025-09-21,B005MHDPBW,USA,Amazon,125.0,2.0,62.5,2.0,45.96,B0CMXXZV5R,147.0,2.0,73.5,54.04,85.03,-0.599367268,116.0,0.06,B09FYTG37V,23340.0,180.0,129.67,11.27,48.2,-0.599367268,Indoor Equipment,Strength Training,Upper body exercises,Dumbbells,Adjustable Dumbbells,1.0986122886681096,2025,9,21,6,264,True,False,51.0,69.0,74.0,1.0,1.0,1.0,-11.0,-67.16999999999999
2025-09-27,B0061Z84AG,USA,Amazon,190.0,9.0,21.11,2.0,18.83,B0731G364H,584.0,39.0,14.97,57.88,141.02,-4.073333333,88.0,0.27,B0731DWW5K,3485.0,115.0,30.3,4.95,69.67,-4.073333333,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.302585092994046,2025,9,27,5,270,True,False,21.78,21.08,21.82,9.0,12.0,17.0,6.139999999999999,-9.190000000000001
2025-09-26,B0061Z84AG,USA,Amazon,196.0,9.0,21.78,2.0,18.83,B0731G364H,600.0,40.0,15.0,57.64,145.2,1.845608612,83.0,0.28,B0731DWW5K,3693.0,122.0,30.27,5.2,71.95,1.845608612,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.302585092994046,2025,9,26,4,269,False,False,21.8,21.08,22.4,10.0,12.0,10.0,6.780000000000001,-8.489999999999998
2025-09-25,B0061Z84AG,USA,Amazon,218.0,10.0,21.8,2.0,20.2,B0731G364H,601.0,40.0,15.03,55.7,145.04,-4.351418874,76.0,0.29,B0731FCS7T,6136.0,186.0,32.99,8.15,66.08,-4.351418874,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.3978952727983707,2025,9,25,3,268,False,False,21.08,20.92,22.63,12.0,12.0,8.0,6.770000000000001,-11.190000000000001
2025-09-24,B0061Z84AG,USA,Amazon,253.0,12.0,21.08,2.0,22.81,B0731G364H,596.0,40.0,14.9,53.74,141.48,-7.361349083,71.0,0.37,B0731DWW5K,3649.0,120.0,30.41,5.36,69.32,-7.361349083,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.5649493574615367,2025,9,24,2,267,False,False,21.08,22.07,22.17,12.0,14.0,6.0,6.179999999999998,-9.330000000000002
2025-09-23,B0061Z84AG,USA,Amazon,253.0,12.0,21.08,2.0,22.61,B0731G364H,598.0,40.0,14.95,53.44,141.0,4.619799604,70.0,0.38,B0731DWW5K,3671.0,121.0,30.34,5.44,69.48,4.619799604,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.5649493574615367,2025,9,23,1,266,False,False,20.92,21.82,23.0,12.0,17.0,5.0,6.129999999999999,-9.260000000000002
2025-09-22,B0061Z84AG,USA,Amazon,251.0,12.0,20.92,2.0,21.58,B0731G364H,631.0,42.0,15.02,54.26,139.28,1.821779556,78.0,0.35,B0731DWW5K,3796.0,125.0,30.37,5.34,68.88,1.821779556,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.5649493574615367,2025,9,22,0,265,False,False,22.07,22.4,23.4,14.0,10.0,5.0,5.900000000000002,-9.45
2025-09-21,B0061Z84AG,USA,Amazon,309.0,14.0,22.07,2.0,22.28,B0731G364H,764.0,51.0,14.98,55.08,147.33,7.392249414,73.0,0.36,B0731DWW5K,4512.0,149.0,30.28,5.21,72.89,7.392249414,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.70805020110221,2025,9,21,6,264,True,False,21.82,22.63,21.12,17.0,8.0,17.0,7.09,-8.21
2025-09-27,B0061ZLTYY,USA,Amazon,269.0,13.0,20.69,2.0,13.97,B0731DFTR2,1506.0,73.0,20.63,78.23,100.29,-4.513333333,68.0,0.39,B0731DWW5K,3485.0,115.0,30.3,5.0,68.28,-4.513333333,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.639057329615259,2025,9,27,5,270,True,False,21.38,20.21,21.0,13.0,19.0,26.0,0.060000000000002274,-9.61
2025-09-26,B0061ZLTYY,USA,Amazon,278.0,13.0,21.38,2.0,13.58,B0731DFTR2,1622.0,78.0,20.79,79.24,102.84,13.57995144,62.0,0.4,B0731DWW5K,3693.0,122.0,30.27,5.26,70.63,13.57995144,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.639057329615259,2025,9,26,4,269,False,False,21.33,20.37,21.38,15.0,19.0,16.0,0.5899999999999999,-8.89
2025-09-25,B0061ZLTYY,USA,Amazon,320.0,15.0,21.33,2.0,15.07,B0731DFTR2,1664.0,80.0,20.8,78.38,102.55,5.167737315,54.0,0.43,B0731FCS7T,6136.0,186.0,32.99,8.24,64.66,5.167737315,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.772588722239781,2025,9,25,3,268,False,False,20.21,20.71,21.54,19.0,14.0,13.0,0.5299999999999976,-11.660000000000004
2025-09-24,B0061ZLTYY,USA,Amazon,384.0,19.0,20.21,2.0,17.89,B0731DFTR2,1622.0,78.0,20.79,75.58,97.21,23.84656956,43.0,0.57,B0731DWW5K,3649.0,120.0,30.41,5.42,66.46,23.84656956,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.995732273553991,2025,9,24,2,267,False,False,20.37,20.94,22.5,19.0,17.0,10.0,-0.5799999999999983,-10.2
2025-09-23,B0061ZLTYY,USA,Amazon,387.0,19.0,20.37,2.0,17.28,B0731DFTR2,1712.0,79.0,21.67,76.46,94.0,30.44433115,44.0,0.58,B0731DWW5K,3671.0,121.0,30.34,5.51,67.14,30.44433115,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.995732273553991,2025,9,23,1,266,False,False,20.71,21.0,23.5,14.0,26.0,8.0,-1.3000000000000007,-9.969999999999999
2025-09-22,B0061ZLTYY,USA,Amazon,290.0,14.0,20.71,2.0,14.53,B0731DFTR2,1548.0,70.0,22.11,77.56,93.67,6.309951445,66.0,0.41,B0731DWW5K,3796.0,125.0,30.37,5.4,68.19,6.309951445,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.70805020110221,2025,9,22,0,265,False,False,20.94,21.38,23.75,17.0,16.0,8.0,-1.3999999999999986,-9.66
2025-09-21,B0061ZLTYY,USA,Amazon,356.0,17.0,20.94,2.0,15.58,B0731DFTR2,1732.0,79.0,21.92,75.8,95.53,11.5643797,62.0,0.41,B0731DWW5K,4512.0,149.0,30.28,5.26,69.15,11.5643797,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.8903717578961645,2025,9,21,6,264,True,False,21.0,21.54,23.0,26.0,13.0,24.0,-0.9800000000000004,-9.34
2025-09-27,B0061ZO6BC,USA,Amazon,496.0,18.0,27.56,2.0,21.38,B0731DWW5D,955.0,43.0,22.21,41.16,124.09,-73.67333333,32.0,0.71,B0731DWW5K,3485.0,115.0,30.3,5.0,90.96,-73.67333333,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.9444389791664403,2025,9,27,5,270,True,False,28.0,27.42,20.43,21.0,31.0,47.0,5.349999999999998,-2.740000000000002
2025-09-26,B0061ZO6BC,USA,Amazon,588.0,21.0,28.0,2.0,23.03,B0731DWW5D,1048.0,48.0,21.83,41.05,128.26,-17.005,28.0,0.84,B0731DWW5K,3693.0,122.0,30.27,5.25,92.5,-17.005,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,3.091042453358316,2025,9,26,4,269,False,False,27.6,27.52,20.71,25.0,31.0,31.0,6.170000000000002,-2.2699999999999996
2025-09-25,B0061ZO6BC,USA,Amazon,690.0,25.0,27.6,2.0,24.42,B0731DWW5D,1082.0,49.0,22.08,38.29,125.0,-85.48714667,20.0,0.93,B0731FCS7T,6136.0,186.0,32.99,8.24,83.66,-85.48714667,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,3.258096538021482,2025,9,25,3,268,False,False,27.42,27.81,20.17,31.0,16.0,24.0,5.520000000000003,-5.390000000000001
2025-09-24,B0061ZO6BC,USA,Amazon,850.0,31.0,27.42,2.0,28.09,B0731DWW5D,1038.0,47.0,22.09,34.3,124.13,-64.16379248,13.0,1.26,B0731DWW5K,3649.0,120.0,30.41,5.41,90.17,-64.16379248,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,3.4657359027997265,2025,9,24,2,267,False,False,27.52,27.1,20.5,31.0,20.0,18.0,5.330000000000002,-2.9899999999999984
2025-09-23,B0061ZO6BC,USA,Amazon,853.0,31.0,27.52,2.0,28.16,B0731DWW5D,1048.0,48.0,21.83,34.6,126.07,117.5263587,13.0,1.28,B0731DWW5K,3671.0,121.0,30.34,5.5,90.71,117.5263587,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,3.4657359027997265,2025,9,23,1,266,False,False,27.81,20.43,20.8,16.0,47.0,15.0,5.690000000000001,-2.8200000000000003
2025-09-22,B0061ZO6BC,USA,Amazon,445.0,16.0,27.81,2.0,17.58,B0731DWW5D,1142.0,52.0,21.96,45.12,126.64,2.67530376,39.0,0.64,B0731DWW5K,3796.0,125.0,30.37,5.42,91.57,2.67530376,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.833213344056216,2025,9,22,0,265,False,False,27.1,20.71,20.87,20.0,31.0,15.0,5.849999999999998,-2.5600000000000023
2025-09-21,B0061ZO6BC,USA,Amazon,542.0,20.0,27.1,2.0,18.69,B0731DWW5D,1311.0,60.0,21.85,45.21,124.03,-206.7547333,41.0,0.63,B0731DWW5K,4512.0,149.0,30.28,5.27,89.5,-206.7547333,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,3.044522437723423,2025,9,21,6,264,True,False,20.43,20.17,20.4,47.0,24.0,25.0,5.25,-3.1799999999999997
2025-09-27,B0061ZPAGW,USA,Amazon,142.0,5.0,28.4,3.0,3.67,B0731DWW5K,3485.0,115.0,30.3,89.96,93.73,0.0,109.0,0.21,B07F1RGZTH,3207.0,51.0,62.88,4.75,45.17,0.0,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.791759469228055,2025,9,27,5,270,True,False,29.0,28.67,31.2,5.0,6.0,10.0,-1.9000000000000021,-34.480000000000004
2025-09-26,B0061ZPAGW,USA,Amazon,145.0,5.0,29.0,2.0,3.55,B0731DWW5K,3693.0,122.0,30.27,90.34,95.8,39.4072514,104.0,0.21,B07F1RGZTH,3221.0,51.0,63.16,4.74,45.92,39.4072514,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.791759469228055,2025,9,26,4,269,False,False,31.6,28.67,31.67,5.0,6.0,6.0,-1.2699999999999996,-34.16
2025-09-25,B0061ZPAGW,USA,Amazon,158.0,5.0,31.6,2.0,3.84,B0731DWW5K,3715.0,123.0,30.2,90.26,104.64,43.34797654,98.0,0.22,B0731FCS7T,6136.0,186.0,32.99,8.5,95.79,43.34797654,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.791759469228055,2025,9,25,3,268,False,False,28.67,30.83,30.6,6.0,6.0,5.0,1.4000000000000021,-1.3900000000000006
2025-09-24,B0061ZPAGW,USA,Amazon,172.0,6.0,28.67,2.0,4.21,B0731DWW5K,3649.0,120.0,30.41,89.37,94.28,23.64435084,93.0,0.26,B07F1RGZTH,3044.0,48.0,63.42,4.68,45.21,23.64435084,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.9459101490553132,2025,9,24,2,267,False,False,28.67,28.5,30.5,6.0,8.0,4.0,-1.7399999999999984,-34.75
2025-09-23,B0061ZPAGW,USA,Amazon,172.0,6.0,28.67,2.0,4.19,B0731DWW5K,3671.0,121.0,30.34,89.38,94.5,23.64435084,94.0,0.27,B07F1RGZTH,2862.0,48.0,59.63,4.45,48.08,23.64435084,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.9459101490553132,2025,9,23,1,266,False,False,30.83,31.2,33.33,6.0,10.0,3.0,-1.6699999999999982,-30.96
2025-09-22,B0061ZPAGW,USA,Amazon,185.0,6.0,30.83,3.0,4.24,B0731DWW5K,3796.0,125.0,30.37,86.98,101.51,66.99232738,92.0,0.27,B07F1RGZTH,3329.0,56.0,59.45,4.92,51.86,66.99232738,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.9459101490553132,2025,9,22,0,265,False,False,28.5,31.67,33.67,8.0,6.0,3.0,0.4599999999999973,-28.620000000000005
2025-09-21,B0061ZPAGW,USA,Amazon,228.0,8.0,28.5,3.0,4.37,B0731DWW5K,4512.0,149.0,30.28,86.4,94.12,31.52580112,92.0,0.28,B07F1RGZTH,4163.0,70.0,59.47,5.04,47.92,31.52580112,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.1972245773362196,2025,9,21,6,264,True,False,31.2,30.6,28.0,10.0,5.0,4.0,-1.7800000000000011,-30.97
2025-09-27,B00639WIH0,USA,Amazon,101.0,2.0,50.5,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,136.0,0.14,B0731DWW5K,3485.0,115.0,30.3,4.9,166.67,-12.91009,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,27,5,270,True,False,52.0,37.67,37.25,2.0,3.0,4.0,1049.5,20.2
2025-09-26,B00639WIH0,USA,Amazon,104.0,2.0,52.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,135.0,0.15,B0731DWW5K,3693.0,122.0,30.27,5.15,171.79,-5.21635358,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,26,4,269,False,False,33.67,38.67,34.4,3.0,3.0,5.0,1051.0,21.73
2025-09-25,B00639WIH0,USA,Amazon,101.0,3.0,33.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,135.0,0.13,B0731FCS7T,6136.0,186.0,32.99,8.08,102.06,-4.42098432,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.3862943611198906,2025,9,25,3,268,False,False,37.67,35.0,38.2,3.0,2.0,5.0,1032.67,0.6799999999999997
2025-09-24,B00639WIH0,USA,Amazon,113.0,3.0,37.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,125.0,0.16,B0731DWW5K,3649.0,120.0,30.41,5.31,123.87,-14.53358432,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.3862943611198906,2025,9,24,2,267,False,False,38.67,43.0,35.0,3.0,2.0,16.0,1036.67,7.260000000000002
2025-09-23,B00639WIH0,USA,Amazon,116.0,3.0,38.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,121.0,0.17,B0731DWW5K,3671.0,121.0,30.34,5.4,127.46,-57.74543,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.3862943611198906,2025,9,23,1,266,False,False,35.0,37.25,44.0,2.0,4.0,2.0,1037.67,8.330000000000002
2025-09-22,B00639WIH0,USA,Amazon,70.0,2.0,35.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,169.0,0.1,B0731DWW5K,3796.0,125.0,30.37,5.29,115.25,6.74858778,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,22,0,265,False,False,43.0,34.4,31.0,2.0,5.0,3.0,1034.0,4.629999999999999
2025-09-21,B00639WIH0,USA,Amazon,86.0,2.0,43.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,169.0,0.1,B0731DWW5K,4512.0,149.0,30.28,5.16,142.01,-69.66288,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,21,6,264,True,False,37.25,38.2,33.29,4.0,5.0,7.0,1042.0,12.719999999999999
2025-09-27,B0077XY126,USA,Amazon,377.0,10.0,37.7,2.0,16.95,B0731HYTZL,1732.0,48.0,36.08,77.88,104.49,0.0,45.0,0.54,B0731DWW5K,3485.0,115.0,30.3,5.01,124.42,0.0,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.3978952727983707,2025,9,27,5,270,True,False,35.45,35.63,36.21,11.0,16.0,14.0,1.6200000000000045,7.400000000000002
2025-09-26,B0077XY126,USA,Amazon,390.0,11.0,35.45,2.0,16.32,B0731HYTZL,1889.0,52.0,36.33,79.04,97.58,53.18371692,44.0,0.56,B0731DWW5K,3693.0,122.0,30.27,5.27,117.11,53.18371692,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.4849066497880004,2025,9,26,4,269,False,False,35.31,35.63,35.75,13.0,16.0,12.0,-0.8799999999999955,5.180000000000003
2025-09-25,B0077XY126,USA,Amazon,459.0,13.0,35.31,2.0,18.51,B0731HYTZL,1931.0,53.0,36.43,77.86,96.93,108.0442754,36.0,0.62,B0731FCS7T,6136.0,186.0,32.99,8.25,107.03,108.0442754,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.639057329615259,2025,9,25,3,268,False,False,35.63,35.55,34.2,16.0,11.0,10.0,-1.1199999999999974,2.3200000000000003
2025-09-24,B0077XY126,USA,Amazon,570.0,16.0,35.63,2.0,22.56,B0731HYTZL,1869.0,51.0,36.65,73.96,97.22,118.5989718,26.0,0.85,B0731DWW5K,3649.0,120.0,30.41,5.42,117.17,118.5989718,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.833213344056216,2025,9,24,2,267,False,False,35.63,36.28,34.75,16.0,25.0,8.0,-1.019999999999996,5.220000000000002
2025-09-23,B0077XY126,USA,Amazon,570.0,16.0,35.63,2.0,22.55,B0731HYTZL,1869.0,51.0,36.65,73.93,97.22,93.17386843,24.0,0.86,B0731DWW5K,3671.0,121.0,30.34,5.51,117.44,93.17386843,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.833213344056216,2025,9,23,1,266,False,False,35.55,36.21,35.13,11.0,14.0,8.0,-1.019999999999996,5.290000000000003
2025-09-22,B0077XY126,USA,Amazon,391.0,11.0,35.55,2.0,16.57,B0731HYTZL,1861.0,51.0,36.49,78.89,97.42,105.8318371,46.0,0.56,B0731DWW5K,3796.0,125.0,30.37,5.41,117.06,105.8318371,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.4849066497880004,2025,9,22,0,265,False,False,36.28,35.75,35.15,25.0,12.0,13.0,-0.9400000000000048,5.179999999999996
2025-09-20,B0077XY126,USA,Amazon,907.0,25.0,36.28,2.0,15.35,B0731HYTZL,4931.0,135.0,36.53,83.45,99.32,-1.086402231,27.0,0.96,B0731DWW5K,5251.0,173.0,30.35,5.55,119.54,-1.086402231,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,3.258096538021482,2025,9,20,5,263,True,False,36.21,34.2,34.11,14.0,10.0,9.0,-0.25,5.93
2025-09-27,B0077XYTDW,USA,Amazon,133.0,3.0,44.33,2.0,30.02,B00WHIGJPI,253.0,5.0,50.6,57.11,87.61,0.0,117.0,0.19,B0731DWW5K,3485.0,115.0,30.3,4.92,146.3,0.0,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.3862943611198906,2025,9,27,5,270,True,False,54.5,48.12,43.5,2.0,17.0,2.0,-6.270000000000003,14.029999999999998
2025-09-26,B0077XYTDW,USA,Amazon,109.0,2.0,54.5,2.0,26.46,B00WHIGJPI,246.0,5.0,49.2,59.71,110.77,-0.04,133.0,0.15,B0731DWW5K,3693.0,122.0,30.27,5.17,180.05,-0.04,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,26,4,269,False,False,44.0,48.1,69.0,1.0,21.0,1.0,5.299999999999997,24.23
2025-09-25,B0077XYTDW,USA,Amazon,44.0,1.0,44.0,3.0,0.68,B0731FCS7T,6136.0,186.0,32.99,94.85,133.37,2.32372,203.0,0.06,B0731DWW5K,3715.0,123.0,30.2,5.34,145.7,2.32372,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,0.6931471805599453,2025,9,25,3,268,False,False,48.12,54.67,57.0,17.0,3.0,1.0,11.009999999999998,13.8
2025-09-22,B0077XYTDW,USA,Amazon,818.0,17.0,48.12,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,17.0,1.13,B0731DWW5K,3796.0,125.0,30.37,5.26,158.45,2.37372,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,2.8903717578961645,2025,9,22,0,265,False,False,48.1,55.0,58.0,21.0,2.0,1.0,1047.12,17.749999999999996
2025-09-21,B0077XYTDW,USA,Amazon,1010.0,21.0,48.1,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,17.0,1.15,B0731DWW5K,4512.0,149.0,30.28,5.12,158.85,0.0,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,3.091042453358316,2025,9,21,6,264,True,False,54.67,43.5,64.5,3.0,2.0,2.0,1047.1,17.82
2025-09-20,B0077XYTDW,USA,Amazon,164.0,3.0,54.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,109.0,0.17,B0731DWW5K,5251.0,173.0,30.35,5.32,180.13,0.0,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.3862943611198906,2025,9,20,5,263,True,False,55.0,69.0,43.5,2.0,1.0,2.0,1053.67,24.32
2025-09-19,B0077XYTDW,USA,Amazon,110.0,2.0,55.0,2.0,33.54,B00WHIGJPI,154.0,3.0,51.33,46.95,107.15,-0.06,115.0,0.13,B0731DFTR2,5083.0,231.0,22.0,5.94,250.0,-0.06,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,19,4,262,False,False,43.5,57.0,46.0,2.0,1.0,1.0,3.6700000000000017,33.0
2025-09-27,B007RTQYWA,USA,Amazon,139.0,2.0,69.5,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,112.0,0.2,B0731DWW5K,3485.0,115.0,30.3,4.9,229.37,-0.37609,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,27,5,270,True,False,73.0,57.33,50.0,2.0,3.0,2.0,1068.5,39.2
2025-09-26,B007RTQYWA,USA,Amazon,146.0,2.0,73.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,103.0,0.2,B0731DWW5K,3693.0,122.0,30.27,5.15,241.16,39.21860235,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,26,4,269,False,False,76.0,57.0,59.5,2.0,3.0,2.0,1072.0,42.730000000000004
2025-09-25,B007RTQYWA,USA,Amazon,152.0,2.0,76.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,102.0,0.2,B0731FCS7T,6136.0,186.0,32.99,8.08,230.37,28.72889724,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.0986122886681096,2025,9,25,3,268,False,False,57.33,64.75,75.5,3.0,4.0,2.0,1075.0,43.01
2025-09-24,B007RTQYWA,USA,Amazon,172.0,3.0,57.33,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,94.0,0.25,B0731DWW5K,3649.0,120.0,30.41,5.31,188.52,69.5564312,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Standard Kettlebells,1.3862943611198906,2025,9,24,2,267,False,False,57.0,65.4,58.43,3.0,5.0,7.0,1056.33,26.919999999999998
