log_date,asin_y4a,country,platform,y4a_nmv,y4a_unitsold,y4a_asp,direct_y4a_rank,direct_y4a_market_share,direct_asin_competitor,direct_comp_nmv,direct_comp_unitsold,direct_comp_asp,direct_comp_market_share,direct_asp_y4a_comp_pct,direct_cm_external,port_y4a_rank,port_y4a_market_share,port_asin_competitor,port_comp_nmv,port_comp_unitsold,port_comp_asp,port_comp_market_share,port_asp_y4a_comp_pct,port_cm_external,master_category,super_category,main_category,category,product_line,target_unitsold,year,month,day,weekday,dayofyear,is_weekend,is_big_sale,lag_y4a_asp_1d,lag_y4a_asp_3d,lag_y4a_asp_7d,lag_y4a_unitsold_1d,lag_y4a_unitsold_3d,lag_y4a_unitsold_7d,direct_price_gap,port_price_gap
2025-09-10,B084NX8L6N,USA,Amazon,232.0,1.0,232.0,2.0,28.12,B07GVR8YJ3,593.0,3.0,197.67,71.88,117.37,-24.04829201,13.0,2.11,B0CMBB6G22,2107.0,18.0,117.06,19.14,198.19,-24.04829201,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,10,2,253,False,False,257.0,224.0,105.0,1.0,1.0,1.0,34.33000000000001,114.94
2025-09-09,B084NX8L6N,USA,Amazon,257.0,1.0,257.0,2.0,44.39,B07GVR8YJ3,322.0,1.0,322.0,55.61,79.81,52.94745605,11.0,2.36,B0CMBB6G22,2244.0,19.0,118.11,20.58,217.59,52.94745605,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,9,1,252,False,False,257.0,105.0,105.0,1.0,1.0,1.0,-65.0,138.89
2025-09-08,B084NX8L6N,USA,Amazon,257.0,1.0,257.0,2.0,43.71,B07GVR8YJ3,331.0,1.0,331.0,56.29,77.64,-2.328459236,12.0,2.52,B0CMBB6G22,2511.0,21.0,119.57,24.58,214.94,-2.328459236,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,8,0,251,False,False,224.0,105.0,192.0,1.0,1.0,1.0,-74.0,137.43
2025-09-07,B084NX8L6N,USA,Amazon,224.0,1.0,224.0,2.0,36.54,B07GVR8YJ3,389.0,2.0,194.5,63.46,115.17,-0.782074372,13.0,1.53,B0CMBB6G22,4549.0,38.0,119.71,31.12,187.12,-0.782074372,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,7,6,250,True,False,105.0,105.0,219.0,1.0,1.0,2.0,29.5,104.29
2025-08-16,B084P1KGJ6,USA,Amazon,156.0,1.0,156.0,2.0,28.89,B07GVQ1ZFL,384.0,3.0,128.0,71.11,121.88,28.81564384,17.0,1.01,B07PXKYX5M,2401.0,29.0,82.79,15.54,188.43,28.81564384,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,16,5,228,True,False,147.0,148.0,87.0,1.0,1.0,1.0,28.0,73.21
2025-08-15,B084P1KGJ6,USA,Amazon,147.0,1.0,147.0,2.0,30.06,B07GVQ1ZFL,342.0,2.0,171.0,69.94,85.96,27.2688316,26.0,0.84,B07PXKYX5M,3253.0,39.0,83.41,18.49,176.24,27.2688316,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,15,4,227,False,False,148.0,148.0,97.0,1.0,1.0,1.0,-24.0,63.59
2025-08-14,B084P1KGJ6,USA,Amazon,148.0,1.0,148.0,2.0,48.21,B07GVQ1ZFL,159.0,1.0,159.0,51.79,93.08,44.02583737,23.0,0.79,B07PXKYX5M,3437.0,42.0,81.83,18.27,180.86,44.02583737,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,14,3,226,False,False,148.0,148.0,99.0,1.0,1.0,1.0,-11.0,66.17
2025-08-13,B084P1KGJ6,USA,Amazon,148.0,1.0,148.0,2.0,38.64,B07GVQ1ZFL,235.0,2.0,117.5,61.36,125.96,65.61134652,17.0,1.19,B07PXKYX5M,3471.0,42.0,82.64,27.93,179.09,65.61134652,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,13,2,225,False,False,148.0,118.0,126.0,1.0,1.0,1.0,30.5,65.36
2025-08-12,B084P1KGJ6,USA,Amazon,148.0,1.0,148.0,2.0,29.48,B07GVQ1ZFL,354.0,2.0,177.0,70.52,83.62,43.31381961,26.0,0.8,B0CMBB6G22,4681.0,36.0,130.03,25.38,113.82,43.31381961,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,12,1,224,False,False,148.0,87.0,126.0,1.0,1.0,1.0,-29.0,17.97
2025-08-11,B084P1KGJ6,USA,Amazon,148.0,1.0,148.0,2.0,28.08,B07GVQ1ZFL,379.0,3.0,126.33,71.92,117.15,44.43381961,20.0,0.79,B07PXKYX5M,3220.0,39.0,82.56,17.22,179.26,44.43381961,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,11,0,223,False,False,118.0,97.0,126.0,1.0,1.0,1.0,21.67,65.44
2025-08-10,B084P1KGJ6,USA,Amazon,118.0,1.0,118.0,2.0,38.69,B07GVQ1ZFL,187.0,1.0,187.0,61.31,63.1,0.0,17.0,0.76,B07PXKYX5M,2668.0,32.0,83.38,17.08,141.52,0.0,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,10,6,222,True,False,87.0,99.0,126.0,1.0,1.0,1.0,-69.0,34.620000000000005
2025-09-27,B084P8ZG5T,USA,Amazon,228.0,2.0,114.0,2.0,36.54,B0CSYGHFWD,310.0,3.0,103.33,49.68,110.33,-11.79,14.0,1.61,B0CMBB6G22,3049.0,25.0,121.96,21.57,93.47,-11.79,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,1.0986122886681096,2025,9,27,5,270,True,False,111.5,126.0,140.67,2.0,1.0,3.0,10.670000000000002,-7.959999999999994
2025-09-26,B084P8ZG5T,USA,Amazon,223.0,2.0,111.5,2.0,30.93,B0CSYGHFWD,436.0,4.0,109.0,60.47,102.29,30.66339849,17.0,1.14,B07PXKYX5M,5356.0,71.0,75.44,27.4,147.8,30.66339849,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,1.0986122886681096,2025,9,26,4,269,False,False,99.0,101.5,140.67,2.0,2.0,3.0,2.5,36.06
2025-09-25,B084P8ZG5T,USA,Amazon,198.0,2.0,99.0,2.0,35.29,B0CSYGHFWD,273.0,4.0,68.25,48.66,145.05,25.45572732,18.0,1.05,B07PXKYX5M,5196.0,69.0,75.3,27.47,131.47,25.45572732,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,1.0986122886681096,2025,9,25,3,268,False,False,126.0,177.0,140.67,1.0,1.0,3.0,30.75,23.700000000000003
2025-09-24,B084P8ZG5T,USA,Amazon,126.0,1.0,126.0,2.0,26.2,B0CSYGHFWD,265.0,4.0,66.25,55.09,190.19,20.71314785,18.0,0.72,B07PXKYX5M,4802.0,64.0,75.03,27.45,167.93,20.71314785,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,24,2,267,False,False,101.5,140.67,140.67,2.0,3.0,3.0,59.75,50.97
2025-09-22,B084P8ZG5T,USA,Amazon,203.0,2.0,101.5,2.0,29.21,B0CSYGHFWD,327.0,5.0,65.4,47.05,155.2,-15.58563918,19.0,1.15,B07PXKYX5M,4301.0,57.0,75.46,24.3,134.51,-15.58563918,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,1.0986122886681096,2025,9,22,0,265,False,False,177.0,140.67,109.5,1.0,3.0,4.0,36.099999999999994,26.040000000000006
2025-09-21,B084P8ZG5T,USA,Amazon,177.0,1.0,177.0,3.0,22.58,B0CSYGHFWD,410.0,6.0,68.33,52.3,259.04,-14.29678719,19.0,0.84,B07PXKYX5M,5154.0,69.0,74.7,24.45,236.95,-14.29678719,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,21,6,264,True,False,140.67,140.67,179.0,3.0,3.0,1.0,108.67,102.3
2025-09-20,B084P8ZG5T,USA,Amazon,422.0,3.0,140.67,2.0,33.49,B0CSYGHFWD,714.0,11.0,64.91,56.67,216.72,-10.97220353,14.0,2.16,B07PXKYX5M,4829.0,64.0,75.45,24.66,186.44,-10.97220353,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,1.3862943611198906,2025,9,20,5,263,True,False,140.67,140.67,182.0,3.0,3.0,1.0,75.75999999999999,65.21999999999998
2025-09-27,B084RG31DJ,USA,Amazon,225.0,9.0,25.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,4.0,13.49,B0977PV4QV,418.0,8.0,52.25,25.06,47.85,-39.59553,Indoor Equipment,Strength Training,Upper body exercises,Weighted Swing Bars,Standard Macebells,2.302585092994046,2025,9,27,5,270,True,False,24.56,23.89,21.8,9.0,9.0,5.0,1024.0,-27.25
2025-09-26,B084RG31DJ,USA,Amazon,221.0,9.0,24.56,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,4.0,14.02,B0977PV4QV,409.0,7.0,58.43,25.95,42.03,-28.54206277,Indoor Equipment,Strength Training,Upper body exercises,Weighted Swing Bars,Standard Macebells,2.302585092994046,2025,9,26,4,269,False,False,22.6,23.89,26.5,10.0,9.0,4.0,1023.56,-33.870000000000005
2025-09-25,B084RG31DJ,USA,Amazon,226.0,10.0,22.6,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,16.02,B0977PV4QV,364.0,7.0,52.0,25.8,43.46,-11.03671003,Indoor Equipment,Strength Training,Upper body exercises,Weighted Swing Bars,Standard Macebells,2.3978952727983707,2025,9,25,3,268,False,False,23.89,22.73,24.4,9.0,11.0,5.0,1021.6,-29.4
2025-09-24,B084RG31DJ,USA,Amazon,215.0,9.0,23.89,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,2.0,20.38,B0977PV4QV,254.0,5.0,50.8,24.08,47.03,-27.17342815,Indoor Equipment,Strength Training,Upper body exercises,Weighted Swing Bars,Standard Macebells,2.302585092994046,2025,9,24,2,267,False,False,23.89,23.62,23.0,9.0,13.0,8.0,1022.89,-26.909999999999997
2025-09-23,B084RG31DJ,USA,Amazon,215.0,9.0,23.89,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,16.32,B0977PV4QV,337.0,6.0,56.17,25.59,42.53,-5.279539923,Indoor Equipment,Strength Training,Upper body exercises,Weighted Swing Bars,Standard Macebells,2.302585092994046,2025,9,23,1,266,False,False,22.73,21.8,22.38,11.0,5.0,8.0,1022.89,-32.28
2025-09-22,B084RG31DJ,USA,Amazon,250.0,11.0,22.73,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,14.29,B0977PV4QV,388.0,7.0,55.43,22.17,41.01,-31.84946695,Indoor Equipment,Strength Training,Upper body exercises,Weighted Swing Bars,Standard Macebells,2.4849066497880004,2025,9,22,0,265,False,False,23.62,26.5,23.63,13.0,4.0,16.0,1021.73,-32.7
2025-09-21,B084RG31DJ,USA,Amazon,307.0,13.0,23.62,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,18.97,B0977PV4QV,338.0,6.0,56.33,20.89,41.93,-45.68913441,Indoor Equipment,Strength Training,Upper body exercises,Weighted Swing Bars,Standard Macebells,2.639057329615259,2025,9,21,6,264,True,False,21.8,24.4,23.4,5.0,5.0,10.0,1022.62,-32.709999999999994
2025-09-06,B084VH14BY,USA,Amazon,204.0,1.0,204.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,20.0,0.78,B07PXKYX5M,4938.0,62.0,79.65,18.86,256.12,-0.45,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,6,5,249,True,False,136.0,102.0,155.0,1.0,1.0,1.0,1203.0,124.35
2025-09-05,B084VH14BY,USA,Amazon,136.0,1.0,136.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,20.0,0.78,B07PXKYX5M,4197.0,52.0,80.71,24.1,168.5,42.23083,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,5,4,248,False,False,122.0,138.0,127.0,1.0,1.0,1.0,1135.0,55.290000000000006
2025-09-04,B084VH14BY,USA,Amazon,122.0,1.0,122.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,20.0,0.67,B07PXKYX5M,4267.0,53.0,80.51,23.42,151.53,-0.51,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,4,3,247,False,False,102.0,169.0,229.0,1.0,1.0,1.0,1121.0,41.489999999999995
2025-09-03,B084VH14BY,USA,Amazon,102.0,1.0,102.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,20.0,0.5,B07PXKYX5M,4410.0,55.0,80.18,21.6,127.21,56.35776,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,9,3,2,246,False,False,138.0,98.0,121.0,1.0,1.0,1.0,1101.0,21.819999999999993
2025-08-31,B084VH14BY,USA,Amazon,138.0,1.0,138.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,24.0,0.53,B07PXKYX5M,5811.0,73.0,79.6,22.36,173.37,0.0,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,31,6,243,True,False,169.0,155.0,112.0,1.0,1.0,1.0,1137.0,58.400000000000006
2025-08-30,B084VH14BY,USA,Amazon,169.0,1.0,169.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,23.0,0.71,B07PXKYX5M,2738.0,34.0,80.53,11.54,209.86,0.0,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,30,5,242,True,False,98.0,127.0,118.0,1.0,1.0,1.0,1168.0,88.47
2025-08-16,B084VH14BY,USA,Amazon,98.0,1.0,98.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,18.0,0.62,B07PXKYX5M,2401.0,29.0,82.79,15.22,118.37,42.34083,Indoor Equipment,Functional Training,Jumping Trainers,Plyo Boxes,Soft-Padded Plyo Boxes,0.6931471805599453,2025,8,16,5,228,True,False,155.0,229.0,167.5,1.0,1.0,2.0,1097.0,15.209999999999994
2025-09-27,B0855H4ZCR,USA,Amazon,332.0,3.0,110.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,6.0,3.43,B07X64MXBS,4506.0,30.0,150.2,46.56,73.68,-0.04,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Adjustable Kettlebells,1.3862943611198906,2025,9,27,5,270,True,False,108.67,105.92,111.0,3.0,12.0,4.0,1109.67,-39.52999999999999
2025-09-26,B0855H4ZCR,USA,Amazon,326.0,3.0,108.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,6.0,3.29,B07X64MXBS,4074.0,27.0,150.89,41.1,72.02,-32.83880856,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Adjustable Kettlebells,1.3862943611198906,2025,9,26,4,269,False,False,113.0,106.6,109.0,3.0,10.0,5.0,1107.67,-42.219999999999985
2025-09-25,B0855H4ZCR,USA,Amazon,339.0,3.0,113.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,6.0,3.71,B07X64MXBS,3178.0,21.0,151.33,34.75,74.67,174.6783674,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Adjustable Kettlebells,1.3862943611198906,2025,9,25,3,268,False,False,105.92,102.43,107.07,12.0,14.0,14.0,1112.0,-38.33000000000001
2025-09-24,B0855H4ZCR,USA,Amazon,1271.0,12.0,105.92,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,13.26,B07X64MXBS,2394.0,16.0,149.63,24.97,70.79,-10.05261702,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Adjustable Kettlebells,2.5649493574615367,2025,9,24,2,267,False,False,106.6,102.19,98.0,10.0,16.0,5.0,1104.92,-43.709999999999994
2025-09-23,B0855H4ZCR,USA,Amazon,1066.0,10.0,106.6,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,4.0,11.11,B07X64MXBS,2487.0,17.0,146.29,25.92,72.87,-9.216012307,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Adjustable Kettlebells,2.3978952727983707,2025,9,23,1,266,False,False,102.43,111.0,109.6,14.0,4.0,5.0,1105.6,-39.69
2025-09-22,B0855H4ZCR,USA,Amazon,1434.0,14.0,102.43,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,13.69,B07X64MXBS,2864.0,19.0,150.74,27.33,67.95,-116.1199068,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Adjustable Kettlebells,2.70805020110221,2025,9,22,0,265,False,False,102.19,109.0,107.54,16.0,5.0,13.0,1101.43,-48.31
2025-09-21,B0855H4ZCR,USA,Amazon,1635.0,16.0,102.19,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,14.8,B07X64MXBS,2491.0,17.0,146.53,22.55,69.74,-73.60425058,Indoor Equipment,Strength Training,Lower body exercises,Kettlebells,Adjustable Kettlebells,2.833213344056216,2025,9,21,6,264,True,False,111.0,107.07,108.9,4.0,14.0,10.0,1101.19,-44.34
2025-09-27,B085C1LX3C,USA,Amazon,218.0,7.0,31.14,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,18.0,2.31,B07FR67WS2,881.0,30.0,29.37,9.33,106.03,0.0,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,2.0794415416798357,2025,9,27,5,270,True,False,32.86,29.6,30.0,7.0,5.0,3.0,1030.14,1.7699999999999996
2025-09-26,B085C1LX3C,USA,Amazon,230.0,7.0,32.86,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,15.0,2.44,B07FR67WS2,876.0,30.0,29.2,9.29,112.53,-0.101110107,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,2.0794415416798357,2025,9,26,4,269,False,False,33.67,29.6,32.5,6.0,5.0,2.0,1031.86,3.66
2025-09-25,B085C1LX3C,USA,Amazon,202.0,6.0,33.67,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,18.0,2.23,B07FR67WS2,869.0,30.0,28.97,9.59,116.22,42.24053221,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.9459101490553132,2025,9,25,3,268,False,False,29.6,31.25,27.0,5.0,4.0,2.0,1032.67,4.700000000000003
2025-09-24,B085C1LX3C,USA,Amazon,148.0,5.0,29.6,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,21.0,1.89,B07FR67WS2,864.0,30.0,28.8,11.01,102.78,25.84047989,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.791759469228055,2025,9,24,2,267,False,False,29.6,29.6,32.0,5.0,5.0,1.0,1028.6,0.8000000000000007
2025-09-23,B085C1LX3C,USA,Amazon,148.0,5.0,29.6,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,21.0,1.88,B07FR67WS2,863.0,30.0,28.77,10.98,102.88,25.47791202,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.791759469228055,2025,9,23,1,266,False,False,31.25,30.0,32.0,4.0,3.0,1.0,1028.6,0.8300000000000018
2025-09-22,B085C1LX3C,USA,Amazon,125.0,4.0,31.25,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,22.0,1.63,B07FR67WS2,855.0,29.0,29.48,11.17,106.0,27.46349458,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.6094379124341003,2025,9,22,0,265,False,False,29.6,32.5,31.0,5.0,2.0,1.0,1030.25,1.7699999999999996
2025-09-21,B085C1LX3C,USA,Amazon,148.0,5.0,29.6,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,23.0,1.52,B07FR67WS2,1071.0,37.0,28.95,10.98,102.25,-0.16990022,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.791759469228055,2025,9,21,6,264,True,False,30.0,27.0,28.0,3.0,2.0,2.0,1028.6,0.6500000000000021
2025-09-27,B085C1ZHX7,USA,Amazon,697.0,29.0,24.03,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,6.98,B07FR67WS2,881.0,30.0,29.37,8.82,81.82,-1.21759,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,3.4011973816621555,2025,9,27,5,270,True,False,24.1,25.41,14.0,31.0,17.0,1.0,1023.03,-5.34
2025-09-26,B085C1ZHX7,USA,Amazon,747.0,31.0,24.1,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,2.0,7.43,B07FR67WS2,876.0,30.0,29.2,8.72,82.53,-1.71759,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,3.4657359027997265,2025,9,26,4,269,False,False,24.19,24.6,16.0,26.0,5.0,1.0,1023.1,-5.099999999999998
2025-09-25,B085C1ZHX7,USA,Amazon,629.0,26.0,24.19,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,6.57,B07FR67WS2,869.0,30.0,28.97,9.08,83.5,17.57609,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,3.295836866004329,2025,9,25,3,268,False,False,25.41,25.5,27.0,17.0,2.0,2.0,1023.19,-4.779999999999998
2025-09-24,B085C1ZHX7,USA,Amazon,432.0,17.0,25.41,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,3.0,5.28,B07FR67WS2,864.0,30.0,28.8,10.56,88.23,-1.68614,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,2.8903717578961645,2025,9,24,2,267,False,False,24.6,17.0,24.0,5.0,1.0,8.0,1024.41,-3.3900000000000006
2025-09-11,B085C1ZHX7,USA,Amazon,123.0,5.0,24.6,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,8.0,3.44,B07FR67WS2,782.0,27.0,28.96,21.86,84.94,8.407125,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.791759469228055,2025,9,11,3,254,False,False,25.5,14.0,26.5,2.0,1.0,2.0,1023.6,-4.359999999999999
2025-08-28,B085C1ZHX7,USA,Amazon,51.0,2.0,25.5,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,47.0,0.47,B07FR67WS2,1078.0,37.0,29.14,9.87,87.51,1.612695,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.0986122886681096,2025,8,28,3,240,False,False,17.0,16.0,27.0,1.0,1.0,2.0,1024.5,-3.6400000000000006
2025-08-27,B085C1ZHX7,USA,Amazon,17.0,1.0,17.0,2.0,21.79,B09Y81XGXV,61.0,3.0,20.33,78.21,83.62,7.466665,66.0,0.19,B07FQSYD9S,792.0,28.0,28.29,9.07,60.09,7.466665,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,0.6931471805599453,2025,8,27,2,239,False,False,14.0,27.0,23.0,1.0,2.0,5.0,-3.3299999999999983,-11.29
2025-09-27,B085C279MB,USA,Amazon,246.0,6.0,41.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,12.0,2.63,B07FR67WS2,881.0,30.0,29.37,9.4,139.6,-0.9,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.9459101490553132,2025,9,27,5,270,True,False,44.14,39.0,47.0,7.0,4.0,3.0,1040.0,11.629999999999999
2025-09-26,B085C279MB,USA,Amazon,309.0,7.0,44.14,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,8.0,3.3,B07FR67WS2,876.0,30.0,29.2,9.36,151.16,-0.126592011,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,2.0794415416798357,2025,9,26,4,269,False,False,37.33,46.25,36.33,6.0,4.0,3.0,1043.14,14.940000000000001
2025-09-25,B085C279MB,USA,Amazon,224.0,6.0,37.33,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,13.0,2.49,B07FR67WS2,869.0,30.0,28.97,9.67,128.86,29.91031507,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.9459101490553132,2025,9,25,3,268,False,False,39.0,37.0,41.0,4.0,4.0,2.0,1036.33,8.36
2025-09-24,B085C279MB,USA,Amazon,156.0,4.0,39.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,20.0,2.0,B07FR67WS2,864.0,30.0,28.8,11.1,135.42,14.94462751,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.6094379124341003,2025,9,24,2,267,False,False,46.25,43.0,51.0,4.0,4.0,1.0,1038.0,10.2
2025-09-23,B085C279MB,USA,Amazon,185.0,4.0,46.25,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,15.0,2.37,B07FR67WS2,863.0,30.0,28.77,11.06,160.76,-0.953187774,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.6094379124341003,2025,9,23,1,266,False,False,37.0,47.0,50.0,4.0,3.0,1.0,1045.25,17.48
2025-09-22,B085C279MB,USA,Amazon,148.0,4.0,37.0,-999.0,0.0,NO_COMPETITOR,0.0,0.0,-999.0,0.0,-999.0,-999.0,18.0,1.95,B07FR67WS2,855.0,29.0,29.48,11.27,125.51,29.93874169,Indoor Equipment,Functional Training,Stamina Training,Weighted Balls,Slam Balls,1.6094379124341003,2025,9,22,0,265,False,False,43.0,36.33,48.0,4.0,3.0,1.0,1036.0,7.52
